,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,label
234114,-3.918154545,-3.68264645,-1.772036869,2.413871469,1.72473064,-0.856369453,0.340305299,0.725233357,-0.060148088,D
234137,-2.028003736,-2.555400728,-1.029364892,1.970940081,1.316685882,-0.578576245,0.148537486,0.519102868,-0.019350741,D
234160,2.018683673,-0.521292913,-0.000537693,0.285736123,0.249352489,-0.179905304,0.077146428,0.091983835,-0.022000319,D
234179,0.598423085,0.188603406,-0.073350254,0.174588054,0.097290579,0.16094186,-0.198221111,-0.07613609,0.054706391,D
234203,1.12385488,-0.371269674,-0.071407757,0.318744072,0.169426965,0.122189578,-0.066300589,-0.041025219,-0.145596596,D
234227,1.584943114,-0.131565236,0.009054991,0.0135806,-0.012309169,0.14495831,-0.061244689,-0.048105348,0.008847078,D
234251,-3.013752926,1.091615596,-0.544680011,2.046066117,-0.153595181,1.378015854,0.53803605,-0.52047353,-0.19815174,D
234275,2.341230383,0.109826972,0.227582167,0.02718786,-0.015492215,0.017162535,-0.103789408,0.044367853,0.020208523,D
234299,2.555983476,0.052739294,0.252918681,0.009926409,-0.001044499,0.080559405,0.008882172,0.013072762,0.023949134,D
234322,0.818431622,-0.525070956,-0.269375051,-0.037342067,0.071929235,-0.026090469,-0.196045589,-0.034935702,0.079793579,D
234346,2.450268068,-0.17476231,0.088048091,-0.065297433,0.034548006,0.042067497,-0.065460625,0.078023089,0.042900001,D
234370,1.662934422,-0.29028187,-0.072068755,0.036305326,-0.00284731,0.142374627,-0.075595409,-0.013491291,-0.072747505,D
234394,-0.874041603,-1.544878619,-0.748929989,0.76435737,0.533148228,-0.037608852,-0.011576236,0.143046927,0.100719012,D
234418,-0.396937309,-0.987050879,-0.748559104,0.414123332,0.298075621,0.068249292,0.167461806,-0.225686766,-0.10064823,D
234442,0.507941109,-0.511976379,-0.41663615,0.234505599,0.078364229,0.109627246,0.195984946,-0.047481971,0.062025923,D
234466,0.265305642,-0.835155132,-0.343702809,0.785168683,0.495382252,-0.150715484,0.148559217,0.061212548,-0.382780365,D
234490,-0.575692827,0.055954713,-0.350056034,0.705251986,-0.084173853,0.249233518,0.100852905,-0.103594369,-0.083928956,D
234514,-6.046053018,-0.509973954,-1.860348579,1.748895779,-0.080120392,0.759693716,0.433862057,-0.519409726,-0.160016611,D
234538,1.451722764,-0.218591332,-0.130932634,0.179934346,-0.044616085,0.134679,0.052846948,0.050513128,0.034728614,D
234562,0.131445472,1.074682589,0.270735892,1.224945016,-0.138916862,0.579634693,0.324309283,-0.176920811,-0.064951014,D
234586,1.291063927,0.150939929,0.348374944,0.135542692,0.010758108,0.120478979,-0.128677487,-0.076712134,-0.103754451,D
234610,1.343691813,-0.034472384,0.209715833,0.092396244,-0.112676469,0.133770228,0.004623305,0.012010811,-0.102878999,D
234634,2.457481699,0.227682065,0.303139828,-0.087693339,0.030453101,0.104204244,0.053218075,-0.054605503,0.045475248,D
234658,0.305926923,-1.318727206,-0.51369745,0.090315925,0.002423951,-0.047038155,-0.171631742,-0.101723852,-0.149120689,D
234682,-1.343739461,-1.307615643,-0.765359706,0.913915243,0.162106036,0.023416215,-0.087967797,0.035603715,0.028117179,D
234706,-0.007854889,-0.41263391,-0.525588593,0.74302946,0.12922154,0.181308258,-0.048528869,0.046101383,0.047296985,D
234730,1.99853915,-0.108500661,0.171375911,-0.043839009,0.02061377,0.011834485,-0.11318213,-0.010717679,0.064510052,D
234754,1.868437871,-0.015063612,0.107154957,0.031837785,-0.029462215,-0.010885084,-0.169137092,0.071465372,-0.011871207,D
234778,-0.299352505,-0.53409099,-0.314904786,0.087054889,-0.120257078,0.067442903,-0.021294922,-0.086933847,-0.137527686,D
234802,0.401142788,-0.994958106,-0.561480512,-0.047593648,-0.072262237,0.002621019,-0.01168481,-0.02794926,0.350628478,D
234826,2.148880079,-0.230641174,0.187776618,-0.039921801,0.001110424,0.029427383,-0.138398334,0.053590707,0.031527973,D
234849,-3.171710885,-1.912251273,-1.115648757,-0.207941451,-0.032889268,0.175972809,-0.210925543,-0.026613282,0.564867633,D
234873,-0.741475475,-1.921077802,-1.008122414,1.104577804,0.837271933,-0.662459464,0.390122904,0.225697579,-0.507360586,D
234897,1.192989963,0.157519395,0.317921844,0.01733264,0.127520123,0.148249338,0.206087185,-0.066587903,0.055211675,D
234921,0.69709732,-0.657874673,0.038182086,0.101328402,-0.163826993,0.163287018,0.017903441,-0.090645846,0.025090453,D
234945,-0.7164891,-0.615678205,-0.389170906,0.105569422,-0.057738461,0.048699552,-0.058434645,-0.007424764,0.00346065,D
234969,1.526824352,-0.019433463,0.352881163,0.076636069,0.036998711,0.168972825,-0.155409012,-0.022369477,-0.015660829,D
234993,-0.233036919,0.25658473,-0.096567785,0.198829637,-0.114012311,0.403328151,0.078509299,-0.005029351,0.029413541,D
235017,-2.698120338,0.537927452,0.207982114,0.483726398,0.170994235,0.334466748,0.308687011,-0.274048322,0.05577009,D
235041,1.76955441,-0.035766092,0.05026517,-0.171636817,-0.07651677,0.149737739,-0.041696499,0.031206191,-0.063747334,D
235065,-0.103446957,0.834997492,-0.300424258,-0.368205165,-0.186455284,0.168715627,0.19700805,-0.159822589,0.015605993,D
235089,0.858849801,0.255516696,0.152090228,0.025168431,0.080417042,0.215023159,0.094035696,-0.036709373,0.064484593,D
235113,-0.219492314,-0.503877108,-0.364916916,0.312304808,0.197558799,-0.05959746,-0.207033119,0.068046885,-0.195979389,D
235137,2.412131446,0.020471616,0.276391387,-0.068462415,0.038828279,-0.000283934,-0.07214716,0.01006413,0.002995574,D
235161,1.04073246,-0.277694285,0.033177779,0.123873695,0.100620056,0.018125173,-0.016755704,-0.019403837,0.104865526,D
235185,-0.007678403,0.971524533,0.368224217,0.268088979,-0.173879725,0.249239635,-0.086773716,-0.003953769,0.068896979,D
235209,1.759211326,0.111688052,0.301273422,0.125875885,0.052852432,0.14689607,-0.167002202,-0.039637496,-0.116165997,D
235233,1.101184672,0.056241041,0.285632297,0.331931077,0.067412988,0.080794427,-0.079389345,0.004278769,0.064254773,D
235257,2.573937216,0.021502985,0.29930142,-0.111055417,0.023061643,0.057000683,0.021053336,0.069249949,0.03987676,D
235281,2.640967598,0.025561891,0.264540739,-0.079339592,-0.008701859,0.05932219,0.052242418,0.032584901,-0.02787457,D
235305,1.053343319,0.12601407,0.480108801,0.016536215,0.092000683,0.094479584,0.011894882,0.028880843,0.0608297,D
235329,1.688143507,-0.380900789,-0.164957263,0.0225027,0.02772619,-0.038288597,-0.025119902,-0.001495865,-0.077033981,D
235353,1.58740213,-0.261308394,0.568198732,-0.003756222,-0.133372623,-0.105243091,0.005458233,-0.110138026,0.034292973,D
235377,2.045359957,-0.340230336,-0.00799294,0.015295419,0.025774309,-0.073206423,0.007281926,-0.022519077,-0.049970178,D
235401,2.296140418,0.135559076,0.215480447,-0.13670999,0.005222712,0.067774091,0.055217642,0.01504506,0.033835401,D
235425,1.819545825,0.244622792,0.209850748,0.015023458,0.04779371,0.034207397,-0.006805069,-0.069214729,-0.054955709,D
235449,1.840715428,0.457275272,0.271919317,-0.049984982,-0.03413449,-0.062776673,-0.007311999,0.032953887,0.035403058,D
235473,-0.656828952,-0.07479648,0.442571584,0.200511634,-0.284552435,0.220043382,0.085076857,-0.252173912,0.021611136,D
235497,0.383767947,1.404479514,0.112293183,0.059034031,-0.288786275,0.206675948,0.326818666,-0.052713817,0.102728041,D
235521,-4.402304494,-1.11921357,1.211126134,1.232823949,0.059360853,0.192667133,-0.190661579,-0.093945887,-0.011580259,D
235545,0.694819129,-0.116335359,0.07998637,0.272417952,0.189970933,0.114487472,-0.075842967,0.073781308,-0.073754982,D
235569,-0.323267533,-0.020730797,0.070699793,-0.141945422,0.102427706,0.341784182,0.412845049,-0.101957491,-0.040851109,D
235593,-0.046167094,0.220318286,-0.045213447,0.505628008,0.013103808,0.252310619,-0.012837029,0.22019868,-0.050413211,D
235617,-2.357149824,-2.259074121,-1.400862983,-0.548106392,-0.501709209,0.255545316,-0.208228847,-0.239707476,-0.109766079,D
235641,-2.151195607,-0.584576711,-1.225651527,0.303671834,-0.00711946,0.714513235,-0.050014831,-0.456259153,-0.228108224,D
235665,-2.954414923,-1.825493406,-0.833597068,-0.015968282,-0.117989181,0.446524327,0.109156392,-0.077022307,0.035925273,D
235689,2.643183934,-0.120081747,0.206790769,0.001026097,0.062510966,-0.0661315,0.00955239,0.0170264,-0.015466339,D
235709,2.00867087,0.084874341,0.111703747,0.067971198,-0.036419934,0.006922456,-0.003437905,0.082552271,-0.057962178,D
235733,1.26962405,-0.250601252,-0.034515407,0.224758272,0.047523378,-0.042193643,-0.059727921,0.118056107,0.044890868,D
235757,2.152031247,0.109119,0.350098487,-0.011533876,0.051731071,0.063972573,0.019409778,-0.058008545,0.063870655,D
235781,-1.174058831,-0.828828249,-0.517617373,-1.864818744,0.025037574,0.562428759,0.033586515,0.169218629,-0.249398584,D
235805,-1.530907696,0.259763664,-0.33529151,-0.913431577,0.15305222,0.42257334,0.774715911,-0.424696321,-0.083845922,D
235829,2.588446011,0.025872005,0.222924433,-0.033313071,0.014352084,0.077557493,-0.035579244,0.059740722,0.026455302,D
235851,-0.145823026,0.340837288,0.360943115,0.556884725,-0.088600409,0.142805159,0.04820001,-0.043281561,0.146717643,D
235875,2.335078486,0.203981995,0.284711433,-0.002132881,-0.030894815,0.036712037,-0.013299243,0.052093259,-0.075929136,D
235899,2.303245218,0.106634719,0.355799337,0.032573722,0.014817307,0.093903653,-0.047113054,0.046104304,0.018556561,D
235923,2.102831961,-0.101722937,0.182082461,-0.013990201,0.08557373,-0.000965201,-0.077685465,-0.062616383,-0.071686676,D
235947,0.723605702,0.543792043,0.171312148,-0.076728428,-0.050601919,0.055647339,0.149309851,-0.155664959,0.017698457,D
235971,0.07125541,-0.060294239,0.283947734,0.193211875,-0.052740395,0.200545822,0.034034042,0.020285578,0.071313559,D
235995,1.665584683,0.164917335,0.212007775,0.02826433,0.043809689,0.133644142,-0.021962529,0.043590889,-0.075846722,D
236019,2.451165542,0.222350054,0.279839764,0.014270458,0.008902043,0.157359073,0.102516861,-0.035500386,-0.027486248,D
236043,2.189835351,0.257654497,0.311319366,0.030075787,0.045887473,0.046280737,-0.010900661,-0.003112768,-0.013276567,D
236067,2.438906684,0.25881751,0.263680853,-0.108385557,0.051081149,0.004345942,-0.007030986,-0.011398677,-0.022904443,D
236091,1.722570349,0.176293652,0.162953273,-0.027667438,0.042823191,0.103746072,-0.023125724,-0.121711824,0.041176231,D
236115,1.651669095,-0.026761553,0.055085879,0.02749328,0.108826519,0.126794373,0.057963262,-0.138020752,0.052340007,D
236139,1.109820722,-0.059815158,0.00911173,0.027883453,0.024334259,0.061369106,-0.089878766,0.001413757,-0.108585437,D
236163,2.539724727,-0.081856163,0.220291236,-0.007893945,-0.018292991,0.011441626,0.00391974,-0.012103207,-0.0203274,D
236187,2.525251185,-0.110361604,0.235773469,-0.022555797,0.027805623,-0.003130121,-0.026601817,0.024029396,0.026219462,D
236209,2.00981062,-0.011923782,0.227937169,-0.003098716,0.03035754,0.007197551,0.001587349,-0.018566633,0.031985053,D
236233,1.01501808,0.114621752,-0.025101565,0.006227003,-0.134922079,0.224573327,-0.084445259,-0.207230758,0.008238957,D
236257,1.95131344,0.162673243,0.107862003,0.004590323,0.003024746,0.12767478,-0.043465282,-0.061227808,0.00598003,D
236281,2.483785362,-0.25006278,0.064618476,-0.115649262,0.006483096,0.013515774,-0.078975862,0.037280716,0.063597387,D
236302,2.350036823,0.038625319,0.113820709,-0.14427321,0.0133082,0.029424364,-0.009556334,-0.03442059,0.027441654,D
236326,1.789480834,0.072303262,0.06614215,-0.048798334,-0.024848782,0.112521302,0.111362404,-0.065492021,-0.10622753,D
236350,0.99521121,0.420428644,0.121054485,0.085083421,0.035628658,0.067178942,-0.104459811,0.020190497,-0.065830335,D
236374,-3.485865403,0.108743614,-0.214954117,0.145800883,-0.015945674,0.58833245,0.019324605,-0.574297055,-0.04275622,D
236398,-0.696218983,-0.906097157,-0.550884662,-0.337446912,-0.162481546,0.316881502,-0.044811252,-0.176926185,-0.139031184,D
236422,0.665403269,-1.289036678,-0.799043873,-0.135480383,-0.089818012,-0.009968491,-0.045985122,-0.125170084,-0.207105703,D
236446,1.192759577,-0.25171276,-0.114618118,0.144847072,0.016850861,-0.019972678,-0.003415,0.113238268,0.017845709,D
236470,1.638370095,-0.02339224,0.247123674,-0.035511831,0.139885437,0.013789494,-0.052664884,0.029454833,0.080784717,D
236494,0.827641716,-0.716618597,0.262605167,0.459013028,0.154814741,0.006415687,0.185104752,0.014522257,-0.034216051,D
236518,1.838493727,0.128184072,0.445883181,0.294648694,0.131018219,0.227476111,0.030116654,-0.050712499,0.004197544,D
236542,2.183228039,-0.00143106,0.348528013,0.0636239,0.045877399,0.110934565,0.062568709,-0.11259607,0.01003082,D
236566,-2.348636491,0.700583442,0.420621594,0.171560675,-0.008819835,0.237746073,0.219234381,0.135224874,-0.018712014,D
236590,2.048147949,0.207996462,0.250569534,-0.00775292,0.010897142,0.04549798,-0.08384337,0.055840569,-0.082817891,D
236614,0.673538645,-0.744706143,-0.139995721,-0.137343464,0.208304355,0.076978084,-0.168590395,0.088711196,0.002994562,D
236638,1.631705522,0.126823405,0.088606961,-0.016011455,-0.011263739,0.020060563,-0.016752512,-0.051882112,0.032886809,D
236662,2.155318103,-0.11593995,0.20300008,-0.066327945,0.017104762,0.056682252,-0.067962285,-0.013639654,0.057523891,D
236686,0.659652656,0.26662941,-0.008450398,0.018482352,-0.043809019,0.177639955,0.170665183,-0.172704772,0.133478108,D
236710,-0.443725923,-0.060515795,0.105021769,-0.143713283,-0.056354207,0.377714399,0.144308642,-0.16148977,-0.033611375,D
236734,2.460064542,0.05735656,0.192463688,-0.104397865,0.006583208,0.106819986,0.014223684,0.007067108,-0.028179809,D
236758,2.447671904,0.183272617,0.328954108,-0.02790128,0.052307136,0.063310007,-0.003788451,-0.031087812,-0.000561087,D
236782,2.589093602,0.061475441,0.309925818,-0.043161525,0.02719327,0.003449345,-0.028382808,0.003473105,-0.014885889,D
236806,1.886505896,0.009079886,0.223438073,0.009501584,-0.009381745,0.137904628,0.129885358,-0.052058861,0.103905687,D
236830,1.894617775,-0.137134484,0.175753988,-0.018865175,0.024695257,3.93E-05,0.071963897,0.139511801,0.088714607,D
236854,2.793655317,0.052430248,0.332977764,-0.062526321,0.041715483,0.036105259,-0.02074762,0.052010826,-0.024266994,D
236876,2.475180715,0.094980008,0.246283594,-0.057030024,-0.010781913,-0.009390431,-0.028833156,0.02572588,0.056824595,D
236900,1.293538892,0.094752777,0.295366716,0.112456041,-0.044227613,0.15106348,-0.135498867,-0.032963495,-0.07320596,D
236924,1.372250566,-0.135267896,0.182419782,-0.02120315,0.081399193,0.110276984,0.071065141,-0.069559415,0.069159249,D
236948,-0.545526047,0.93285235,-0.360330454,-0.017909796,-0.125856808,-0.076338938,0.073883357,-0.171120272,-0.08571508,D
236972,1.74231506,0.138624239,0.2114072,0.011087856,-0.038768833,0.087237395,0.092703286,0.005424966,0.035585341,D
236996,1.326306595,0.017158016,0.213873352,-0.148163815,-0.08163792,0.211542226,-0.120669466,-0.086454439,0.06628541,D
237020,1.994540951,0.151526202,0.228181147,0.042248486,-0.057136813,0.106503359,-0.070289969,-0.025891008,-0.060147852,D
237044,1.563709301,0.064088632,0.353834587,-0.026695687,-0.094974038,-0.092863059,-0.24857054,0.029672511,0.013408721,D
237068,2.062372324,-0.191275008,0.107152936,-0.106369471,0.06163739,0.050069723,0.040690509,-0.00608461,-0.039531422,D
237092,0.668593132,0.687564003,0.211912197,0.157019255,-0.080295285,0.199033739,0.106479992,-0.037363317,0.042151098,D
237116,0.374840471,0.345987195,-0.066043399,-0.108847747,-0.185588044,0.107212829,0.174960552,-0.040566413,0.000962892,D
237140,2.410830088,-0.17016896,0.053396475,-0.122738848,-0.062297838,0.025125248,-0.071523925,-0.022768401,-0.031379785,D
237164,2.04055097,-0.029646452,0.120447622,-0.150118575,-0.068650623,0.024734792,-0.107949444,0.063733458,0.062119441,D
237188,1.811971237,0.212513587,0.250835918,-0.056379781,-0.036218384,-0.013770434,-0.029085164,0.128032147,-0.155913321,D
237212,-2.641540808,-1.496675852,-1.472898364,-0.438465318,-0.386245973,0.445770701,0.120531906,-0.512948412,-0.158782211,D
237236,-1.464464489,-1.070745454,-0.534975916,0.047729176,-0.065827485,0.386154406,-0.044995058,-0.119388929,0.075066397,D
237260,0.799481563,-0.972458128,-0.657421987,-0.245001429,-0.08994365,0.026796243,-0.088041521,-0.178876457,-0.008185213,D
237284,2.485415199,0.275869909,0.241400271,-0.055369733,0.003199085,0.084047857,0.09637418,-0.01877704,-0.022435256,D
237308,2.122546798,0.233406646,0.081320789,-0.178275061,-0.000329392,0.021193404,0.082116614,-0.031545521,0.065073421,D
237332,2.00950818,0.333832278,0.223556806,-0.01464044,-0.000798021,0.092441115,0.081877192,-0.044169032,-0.006716785,D
237356,2.505143921,-0.268981979,0.012488766,-0.11065408,0.008107348,-0.016248491,-0.007458463,0.058517046,0.056454604,D
237374,-0.585528794,-0.338519294,-0.499868079,-0.1267646,-0.056671554,0.091592042,-0.066396301,-0.098632886,0.031921383,D
237398,-0.406516451,0.034882967,-0.344868628,0.216881979,-0.115287655,0.157648724,0.042981116,0.037191738,0.203162141,D
237422,0.777569279,-0.014318948,0.063845039,0.047901732,0.011044981,0.073639988,-0.011643489,-0.148571415,0.024258101,D
237446,-0.647211546,-1.292084941,-0.834239209,-0.376741511,-0.109555215,0.085258783,0.257360682,-0.262028502,0.125982107,D
237470,-4.344863926,-4.566669274,-3.226981309,-1.171916617,-0.405733599,0.154484032,-0.515706655,-0.326591738,-0.150349819,D
237494,-5.723366524,2.023606268,0.066646253,0.362136284,-0.018609859,0.784682787,0.652280209,-0.191984051,-0.003803748,D
237518,1.335176282,0.37628785,0.29782941,0.28004059,0.095627196,0.239054868,0.040942126,-0.146846509,-0.052737953,D
237542,2.237045405,0.382458219,0.216303956,-0.024498801,-0.008032928,0.079150631,0.169369918,-0.02487934,0.069017887,D
237566,1.758581389,0.765285612,0.202241397,0.122262652,-0.107702226,0.242062942,0.118573664,-0.040423583,0.021904949,D
237590,1.882594804,-0.173932453,0.10977773,-0.063632019,-0.03041514,0.161701783,-0.031222716,-0.116815569,0.013854965,D
237614,1.051910504,0.968908042,0.318382697,0.019977716,-0.118773486,0.161904386,0.116905631,-0.029734283,-0.04257425,D
237638,-0.327128141,-0.035562095,-0.23318332,0.017391801,-0.189838046,0.553015274,-0.055612682,-0.451029565,-0.181419426,D
237662,2.133255202,0.403086619,0.348945644,-0.043296579,0.076892096,0.051899286,-0.015133673,-0.036659172,-0.017872883,D
237686,2.021819228,-0.203807245,0.172530625,0.040149786,0.082103282,-0.007516281,-0.014722773,0.015526914,-0.010501109,D
237710,1.389665673,0.516518243,0.305101307,0.12070265,0.118325276,0.110500945,-0.066399973,-0.058977889,0.054285956,D
237734,1.23665169,0.117531932,0.011641161,-0.078602921,0.015250896,0.017963667,0.004246503,0.042604695,-0.128226001,D
237758,-0.73994375,-1.051249449,-0.390689046,-0.02069092,0.132388573,-0.081179236,0.07521256,-0.051552487,0.025921112,D
237782,-0.425800303,-0.651932527,-0.140860256,0.020499172,0.083466622,0.09915307,0.135786637,-0.210562662,0.040286927,D
237806,1.351042051,0.092090281,0.048083778,0.175456302,0.033806154,0.026509135,-0.111076852,0.007493883,-0.161697142,D
237830,2.146186562,0.076831699,0.288972545,-0.191523105,0.063092486,0.02146384,-0.023081462,0.032055403,-0.020033689,D
237854,1.614612855,0.067576145,0.214105648,0.006817108,0.033204956,0.056190921,0.038092355,0.032544248,0.121940732,D
237878,1.059254981,0.778287423,0.260985239,0.37383119,-0.026875231,0.210659844,-0.129104007,-0.101868434,-0.083265151,D
237902,2.283944007,0.285025342,0.298350399,0.042629269,0.016883073,0.05094504,0.015145656,0.023334316,-0.050781787,D
237926,1.226502199,0.235884689,0.236823074,0.31711892,0.063706419,0.205916464,0.058017466,-0.119731336,0.069568003,D
237950,1.763340283,-0.020500753,0.186693466,0.348532059,0.160273486,0.201989492,-0.044854697,-0.014115884,-0.140310861,D
237974,-0.607754837,-0.341508955,-0.07196262,0.735281249,0.271967134,0.18879392,-0.09197209,0.076285274,-0.138157884,D
237998,2.593473141,0.165132269,0.225138383,-0.034282406,-0.055740634,0.024520771,-0.010258213,0.079018581,0.001343463,D
238022,2.679006978,0.064791349,0.210535513,-0.059186803,0.000649762,-0.010375099,-0.00633745,0.04543511,0.003702112,D
238046,2.468173535,0.177865576,0.283715787,-0.036375558,-0.043543651,0.003631021,0.027647387,0.024359187,0.004152151,D
238070,2.020162333,-0.350633827,0.102352012,0.035689285,0.094428274,0.018965598,0.052319317,-0.01877068,0.002839077,D
238093,1.998344772,-0.175984239,0.106781234,-0.104393162,0.008912441,0.121470229,0.082919902,0.042355622,0.033147448,D
238117,0.887321297,1.167471228,0.004486384,-0.268718386,-0.223646639,-0.336884429,0.166809821,0.056215519,-0.043023873,D
238141,2.686511556,0.019407208,0.234431736,-0.017148273,-0.019338701,0.019381107,-0.014704468,0.011109679,-0.016957017,D
238163,-2.444335998,-0.294606678,0.476611526,0.04170925,-0.307104554,0.0379929,-0.077723902,0.036877328,-0.115302643,D
238187,-1.507293619,-1.123327195,-0.8571678,-0.021297906,-0.028993789,0.13266566,-0.004735516,-0.09863344,-0.231682398,D
238211,0.919295922,0.317972556,0.276147593,0.05284161,0.004945077,0.274215676,0.08781778,-0.059185621,-0.149923224,D
238235,-1.459080629,0.194174343,0.104751612,0.127479808,0.160145371,0.42294712,0.14511576,-0.101952896,-0.210484747,D
238259,2.478636621,0.189753424,0.315007429,-0.007039825,-0.00229786,0.048093311,0.001578254,0.041864786,-0.027805612,D
238283,-0.807748341,-1.193117043,-1.018957023,-0.044779179,-0.091609389,0.036736437,-0.161103531,-0.029734827,0.05624572,D
238307,2.045165756,0.326303912,0.349188498,0.003202746,0.052990881,0.088039027,0.001323068,0.026037502,-0.026723542,D
238331,1.951179422,-0.043052021,0.05686792,-0.097903348,0.004115613,0.096144206,-0.061305988,0.010247286,-0.029407758,D
238355,2.154403577,0.007670676,0.212134639,0.010219745,-0.020693047,0.119892214,0.05812211,0.04463816,0.046102509,D
238379,2.688137214,0.171376,0.315177594,-0.026578742,0.003042876,0.053196236,0.093500902,-0.028627395,0.010689351,D
238402,2.289269095,0.183348669,0.213919738,-0.044568775,0.007011625,0.113960778,0.06099913,-0.028504567,0.011892754,D
238426,1.192235722,-0.453127598,-0.089661936,-0.048999973,-0.098262867,-0.068809015,-0.03356414,-0.055942126,0.108142132,D
238450,1.794696602,-0.442794972,-0.236155026,-0.088927621,-0.014088517,-0.069320663,-0.057292714,0.061402978,0.06761686,D
238474,-1.253909983,-1.214382252,-0.821641218,-0.898654325,-0.195659699,0.278687797,0.385210354,0.211372894,-0.162523971,D
238498,-1.415321978,-0.954067032,0.85705924,1.544096481,0.123198515,-0.720194009,0.458193278,-0.034880805,0.247839107,D
238522,0.943511477,-0.525328916,-0.240540986,-0.007506158,0.01230352,0.024549344,-0.09152692,-0.055763791,-0.039972719,D
238546,1.557465737,0.172889725,0.286739967,-0.074160254,-0.118012285,-0.067658205,0.097654985,0.108319481,-0.011172488,D
238570,2.24876241,0.314751794,0.281553011,-0.059580275,-0.020950167,0.120193345,0.015623388,-0.000137277,-0.058264368,D
238594,2.384669283,0.204385794,0.278105479,-0.10612463,0.024011731,0.080579797,0.046072747,0.013954714,0.047589967,D
238618,2.632427738,0.090094001,0.277158114,-0.013666802,-0.00845856,-0.008887844,-0.077001635,0.08334332,-0.009328168,D
238640,2.593663329,0.223492392,0.271587199,-0.073873438,0.023155053,0.040388606,-0.059580343,0.047262107,-0.040042359,D
238664,2.158018386,0.225336223,0.220667853,-0.044446669,-0.099538634,0.039755702,-0.047227175,0.132688767,-0.023567408,D
238688,1.42392042,-0.264208979,0.181702934,-0.026202602,0.060845691,0.122547458,0.136290916,0.011233243,0.104559622,D
238712,2.417563996,-0.115676886,0.281768014,0.158161392,0.062159749,-0.051543879,0.033463886,0.053181833,0.018420161,D
238734,2.784154072,0.119868419,0.315762703,-0.057535532,0.013591716,0.046803085,0.021041659,0.006238784,-0.007078121,D
238757,2.76802569,0.146042253,0.297229576,-0.027787978,0.022088351,0.031797373,-0.057927075,0.001126406,0.001735579,D
238781,2.781476188,0.06306213,0.256892506,-0.051211921,-0.006284321,0.067405551,0.018576791,0.042332065,-0.002387234,D
238803,0.824357476,0.012806392,0.564196531,0.139502958,0.010968362,0.076564968,0.111837756,-0.05783721,-0.15665734,D
238827,2.456169324,0.286504019,0.232029508,-0.055895257,0.01347551,-0.000269037,0.013479773,-0.001669996,0.025252427,D
238851,1.636776879,0.376966447,0.108982148,-0.083660184,0.003823199,0.067761374,-0.165551866,0.044380262,-0.079205376,D
238875,2.104793723,0.144773687,0.159291423,-0.042038486,0.026754278,0.049218476,0.018070657,0.047343948,-0.051960104,D
238899,2.397135909,0.079548832,0.277841682,-0.020016905,0.042141199,0.096184125,0.001402894,0.018038705,-0.023049446,D
238923,2.270176569,0.110798517,0.261427435,-0.01978526,0.010609797,0.057967696,-0.021824349,0.028448038,-0.025179379,D
238947,2.247978697,0.174490856,0.255137586,-0.041283645,-0.020687423,0.12578557,0.080785552,0.038147691,-0.002938157,D
238971,-0.456253777,-1.299263427,-0.822146046,0.629745357,0.496772297,-0.109432571,0.035612159,0.102043788,-0.176699009,D
238995,2.082871057,0.003577204,0.261051048,0.064543159,0.012338003,0.033706863,-0.082857455,0.010023599,-0.005650694,D
239019,2.655080655,-0.090570476,0.220641063,0.006942017,0.078882969,-0.007005089,-0.054325592,0.001145621,-0.022453666,D
239038,0.234812988,-0.631914428,0.820631496,-0.045505086,-0.402119518,0.227299108,-0.173102299,-0.127625651,-0.046474536,D
239062,1.892495196,-0.033290704,0.280186432,0.066488546,0.111516945,0.09369228,0.103247685,-0.060616878,0.059185331,D
239086,1.107104686,0.179706576,0.168707604,0.288070965,-0.052648478,0.258847406,-0.054268658,-0.036486879,0.059008938,D
239110,2.373121608,-0.0600281,0.120594042,0.007765164,-0.017419941,0.068875664,-0.016275567,-0.014574695,0.033538436,D
239134,2.68107943,-0.03041938,0.156252597,-0.044408883,-0.011148306,0.057596451,-0.055844888,0.025220588,-0.024575068,D
239154,2.680677616,0.107130131,0.27012944,-0.048677819,0.07634101,0.031502102,0.048695403,-0.033220975,-0.005787781,D
239177,0.82128794,1.010485999,-0.107355069,-0.354368789,-0.389502989,-0.500461389,0.0185389,0.24123671,-0.086226161,D
239201,2.573682653,0.072821995,0.148833202,-0.062672143,-0.018842695,-0.055930812,0.015449154,0.027187987,-0.004376744,D
239224,2.687098321,0.04631291,0.280283692,-0.052559898,0.035715857,-0.007930009,-0.015477396,0.005571265,0.029981669,D
239248,0.528912193,-0.038882556,0.109055281,0.012746025,0.223701004,0.089394675,-0.130031141,-0.012329466,-0.009184124,D
239272,2.553660996,0.2353246,0.25422484,0.014891462,-0.058535154,0.026217144,0.011050575,0.079097221,-0.032785776,D
239296,1.937792077,-0.113155406,0.498778996,0.059645054,-0.041944507,-0.05906149,0.190152246,0.014217179,0.036890337,D
239319,2.709219793,-0.056853821,0.342284316,-0.08564131,0.007092255,0.006568774,-0.011167168,0.030990589,-0.006860595,D
239340,-0.388030116,-0.94236697,-0.244238212,0.05357954,-0.069509893,-0.014122323,-0.037953039,-0.257935824,-0.104924289,D
239364,-0.815256788,-1.323033828,2.064151798,1.927235727,0.147228428,-0.832681886,0.095400727,0.021733698,0.112945506,D
