,LD1,LD2,LD3,Label
202808,-0.003988525,-2.063447281,-0.844903233,A
202827,0.232935914,-0.33154714,-1.000034202,A
202846,0.059210632,-0.472448989,-0.060168893,A
202861,0.132938041,0.045538481,-0.256701832,A
202877,-0.012244329,-0.260080941,0.088857121,A
202893,-0.002325053,0.09095848,-0.161081916,A
202908,-0.582818192,-3.101791394,-0.127114752,A
202932,0.700770364,-0.169488568,-1.619675541,A
202953,0.206089493,-0.546529785,-1.296368833,A
202977,-0.555529143,-1.044531146,-0.150936174,A
202996,0.163762692,-0.094130255,-0.622164869,A
203016,-0.049863646,-0.170927166,-0.137872012,A
203034,-0.652122468,-1.777518744,-1.261429084,A
203055,0.423905156,0.527284495,-0.81715704,A
203075,0.500370131,-0.072705571,-0.703507115,A
203096,-0.267144698,-1.001355761,-1.141378556,A
203114,0.072716971,0.099276798,-0.266415089,A
203129,0.124725461,0.352527296,-0.338659857,A
203146,-0.104342057,0.094882605,0.089750615,A
203161,0.087022539,0.076672242,-0.333795024,A
203174,0.026934355,-0.019827801,0.10879827,A
203189,-0.283366636,-1.859510644,-0.516682808,A
203210,-0.336934561,-1.168371564,0.670906333,A
203229,-0.30578662,-1.802830988,-0.865234601,A
203252,0.040516781,-0.037702059,-0.111752759,A
203265,-0.386767026,-0.611227578,-0.1672784,A
203283,-0.023966669,0.028476234,0.003654886,A
203294,0.179662924,-0.66948458,-0.080631971,A
203314,0.332037199,0.309126894,-0.643237438,A
203332,-0.090005461,-0.881100495,-0.390055687,A
203349,0.055938935,0.126660223,0.027017843,A
203364,-1.91701753,-3.161742813,-0.891151716,A
203385,-1.100488666,-1.763956054,0.812284456,A
203404,-0.739059582,-0.911592609,-0.279422926,A
203421,-0.217859203,-0.565802087,-0.211021545,A
203440,0.118438714,-0.447008474,-0.441773143,D
203460,-0.44205998,-1.749309232,-0.907326809,D
203484,-0.436634606,-0.518236394,0.003116033,D
203504,-0.080442459,-0.200405151,-0.12203375,D
203520,-0.112285902,-0.861173599,0.2685395,D
203539,-0.128528518,-0.542810789,-0.132385484,D
203558,0.137747727,-1.6194918,1.156979317,A
203582,0.224702912,-0.488523439,0.304836466,A
203606,-0.05743509,0.037133514,-0.00513953,A
203630,0.058330371,0.055129647,-0.130613735,A
203654,-0.185707434,-0.628160518,0.493284164,A
203673,-0.10729289,-1.948913946,0.51424005,A
203697,0.264070986,-0.070873071,0.199691288,A
203721,-0.017940162,0.002046603,0.203470633,A
203740,0.162739307,-0.406965455,0.044796406,A
203759,0.159125403,-0.021883279,0.33140599,A
203780,0.000886039,-0.187788057,0.203908625,A
203795,-0.049684869,-0.718270306,0.09414856,A
203814,-0.102072265,-0.316885774,0.327149022,A
203835,0.270557028,-0.331227132,-0.101653807,A
203852,-0.369766978,-3.373795304,-1.119483392,A
203873,1.03617991,0.849462693,-2.190389233,A
203893,0.076942663,-0.285463833,-0.149343022,A
203909,-0.268124816,-1.356429181,0.019900418,A
203928,0.42323981,0.513581256,-1.164577837,A
203945,0.017268304,0.036137552,-0.072716651,A
203961,-0.093206003,-0.392610805,0.167966938,A
203979,0.099709036,0.410417101,-0.444760752,A
203996,0.308320078,-0.112279345,-0.471341835,A
204020,0.137483259,-0.088078643,-0.084381828,A
204036,0.103977057,0.315605186,-0.550005765,A
204060,-0.056165426,-0.105112198,0.064595457,A
204080,-0.003814417,0.010493575,0.038367472,A
204094,0.04194845,0.201648423,-0.039760099,A
204116,0.171024647,0.470624177,-0.042651297,A
204140,-0.026284451,0.126155934,-0.034079173,A
204161,-0.016886773,-0.10497404,0.017895171,A
204182,0.104303983,0.087879901,0.067616736,A
204204,-0.006102248,0.014418705,0.093486092,A
204216,0.035660929,0.01932757,-0.00893178,A
204235,0.089341431,-0.196156233,-0.266353582,D
204257,0.03833214,-0.020581858,0.13855718,D
204281,0.060771717,-0.058956086,0.268105676,D
204301,-0.015497353,-0.004961939,0.03828812,D
204320,0.100931031,-0.054836344,-0.057304123,D
204338,0.065401947,-0.147943416,0.092465325,D
204351,0.102483903,-1.97718114,-0.207558852,D
204366,0.167422024,-0.591670049,-0.376961675,D
204381,-0.338620594,-0.674789059,-0.363558852,A
204400,-0.041327615,-0.431153077,0.11870901,A
204416,0.052250868,-0.307369487,-0.070191527,A
204435,0.149803744,0.223337385,-0.264916743,A
204452,-0.255166891,-0.392366836,-0.045927296,A
204469,0.078338961,0.069923795,-0.159373956,A
204484,-0.514187695,-1.481132253,-0.032158723,A
204508,0.516151079,0.739859462,-1.071634735,A
204527,-0.246995386,-0.52336666,-0.339097703,A
204547,0.190345102,0.403329713,-0.656484071,A
204564,-0.136823376,-1.130654964,0.123630585,A
204583,-0.113192911,-0.533789634,-0.323986329,A
204601,-0.01895896,-1.733582855,-0.494518556,A
204624,-0.032970876,-0.756393896,-0.048065484,A
204642,-0.059365088,-0.028629393,-0.118893416,A
204658,0.185628146,-0.27564923,0.060388909,D
204682,0.091303515,-0.262677069,0.211215104,D
204706,-0.06691637,-0.315370254,0.264523083,D
204727,0.009729818,0.077853271,-0.105891227,A
204744,0.004749439,0.003572205,0.000613362,A
204745,-0.077395142,-2.753772745,-0.115994457,D
204769,-0.181754095,-2.334599793,0.232740223,D
204793,0.226367754,-0.312077814,-1.054402541,D
204816,-0.035024185,-0.273648653,-0.168251345,D
204839,-0.145974343,-0.514050469,-0.041752793,D
204861,0.140695892,0.19104374,-0.358469745,D
204882,-0.143126687,-0.574653005,0.373402407,D
204906,0.029574192,-0.558183784,-0.004131552,D
204930,-0.07811109,0.073152798,0.022728172,D
204951,1.892998642,0.391189175,2.485372675,D
204975,0.333521584,-0.119745978,-0.146910328,D
204999,0.112042146,0.776168433,-1.321718652,D
205023,0.65653565,0.526977505,1.422289594,D
205047,0.040408135,0.104613553,-0.160979222,D
205071,0.063774122,0.932997061,-0.384905231,D
205095,-0.035279855,0.494427691,0.140893716,D
205119,0.330417885,0.179549255,0.866267569,D
205143,-0.084420815,2.241659806,3.131454022,D
205167,2.486100911,5.049212756,-0.696802895,D
205191,-0.065163788,0.077539799,0.352091122,D
205215,-0.227491842,0.595705642,0.629077688,D
205239,-0.064805049,0.225743236,0.455836826,D
205263,0.277848176,1.047177488,0.114249612,D
205287,-0.049840235,0.486108083,0.716264807,D
205311,0.092396869,0.362450329,-0.258709347,D
205335,-0.562344179,-0.593034489,0.132783322,D
205359,0.016867011,0.294463482,0.536315889,D
205383,-0.18782391,0.007539756,-0.297321032,D
205407,-0.291981961,-0.238318566,0.419603056,D
205431,-0.042859557,0.312743785,0.298630249,D
205454,0.211777068,0.022929558,-0.187898927,D
205476,-0.078275422,-0.175471779,0.031186441,D
205500,0.105141203,-0.029831197,0.467420251,D
205524,0.25784563,0.370847494,-0.081528237,D
205548,-0.009790322,0.024416923,-0.236503855,D
205569,0.025662037,-0.257017692,0.435073421,D
205593,0.070668204,-0.090317693,0.051316804,D
205617,0.057832412,0.082326249,-0.092964226,D
205631,-0.025184898,-0.291094526,-0.049283014,D
205655,-0.13230675,-0.249761119,0.031737448,D
205679,0.059353576,0.051758909,-0.145128983,D
205701,0.817114763,-3.433666214,3.020692255,A
205725,0.826370754,-1.652696674,1.310268063,A
205749,0.308970524,0.105212527,-0.832732353,A
205766,0.377144454,-1.806529069,1.79898565,A
205788,0.257137237,-0.048988045,0.496950459,A
205812,0.067373482,0.32879332,-0.254766714,A
205827,0.644405528,-2.265316547,1.866452571,A
205849,0.126556978,-0.140658961,0.164742492,A
205869,0.051536455,0.290531217,-0.150341922,A
205881,0.543486948,0.546069958,-0.13505625,D
205905,0.215064123,-0.117087033,0.292487601,D
205927,0.798775002,0.664979197,0.026342241,D
205951,0.13307008,-0.046861586,0.196199422,D
205975,0.08434336,-0.107594582,0.308078076,D
205994,0.306174788,0.544650968,-0.04097642,D
206018,0.040445657,0.038201018,0.302383417,D
206042,0.01138201,-0.093535816,0.089717562,D
206060,0.112449059,0.338625234,-0.307446693,D
206084,-0.002441444,-0.037579355,0.030117983,A
206092,-0.001499285,0.024480831,-0.003040176,A
206105,0.018596292,-0.054602808,-0.016840795,A
206115,0.030070854,-0.111604807,0.034596837,A
206126,-0.02904788,0.053818714,0.085652087,A
206139,0.012100269,0.013525062,-0.025606304,A
206141,1.81835495,-0.520574472,-2.916634404,D
206165,2.118045771,-0.122681478,0.02443125,D
206189,0.137776739,1.073686299,-1.260463157,D
206213,-0.335775193,-0.305217579,0.122786472,D
206237,0.734215137,0.049441216,0.0803779,D
206261,-0.242096007,0.482885982,0.216987021,D
206285,-0.045294123,0.159743666,0.474330052,D
206309,-0.296963629,0.579603082,0.079705573,D
206333,-0.116517114,0.271756026,-0.213677843,D
206357,0.207255048,0.2913046,0.233704315,D
206381,0.190028924,0.998440483,-0.467115214,D
206405,0.144044827,0.355031033,-0.43053211,D
206429,-0.145585428,0.303058198,0.494533075,D
206453,-0.079209228,0.077899642,0.046896182,D
206477,0.161819808,0.072211183,0.082766391,D
206500,0.077347954,0.076558943,0.038854766,D
206524,0.0871986,-2.817772553,-2.324326918,D
206548,0.059960809,-4.002874235,-1.430148118,D
206570,-0.026974148,-1.0280325,-0.248658683,D
206594,-0.26680412,-0.842440364,0.0400998,D
206618,-0.254900405,-0.612321533,-0.463949091,D
206640,-0.400904636,-0.262248662,0.164245156,D
206662,0.006086033,-0.435662052,-0.082055219,D
206685,-0.011138607,-0.925437483,0.062684497,D
206704,-0.397766528,-3.569071277,0.180149253,D
206728,-0.397744341,0.187578564,-0.396189176,D
206752,0.440687084,-1.805861629,0.78165609,D
206776,-0.605453397,-2.005594688,1.266627378,D
206800,-0.159197109,-0.119305578,0.004459096,D
206824,-0.246526451,-0.267002152,-0.023070966,D
206848,-0.136967706,-0.512982457,-0.081681062,D
206870,1.095265784,1.18798995,-0.831835331,D
206894,0.734158003,0.437010409,-0.766258256,D
206918,2.191358016,0.807307475,5.266151188,D
206942,0.066042926,-0.327376541,-0.415397688,D
206966,0.025095483,-0.192646615,-0.121627645,D
206990,0.172917767,0.127954544,-0.105648579,D
207014,0.019648776,-0.243415308,-0.027756854,D
207036,0.056012039,0.111557863,-0.224375487,D
207057,-0.09009159,0.11761275,0.609146222,D
207081,0.910004523,-1.109235974,-2.984240034,D
207105,0.217948592,-2.62947179,0.750882868,D
207129,0.413405542,-6.612701166,2.050024367,D
207153,0.107078531,-0.511800556,-0.278633051,D
207177,0.103832836,-0.230321343,0.200995974,D
207201,0.247690708,-2.73186778,0.57425134,D
207225,-0.040891777,-0.189646954,-0.311608213,D
207249,-0.223612174,0.07772358,0.137387472,D
207270,0.258998553,-0.701832103,-0.176020958,D
207293,-0.049999596,-0.535457774,0.658531503,D
207317,0.068011153,0.247412822,-0.026197766,D
207341,-0.069593816,-0.547221139,-0.080074061,D
207363,-0.000237748,-0.277279843,-0.03354904,D
207385,-0.118784882,-0.617516699,0.510855755,D
207409,-0.111919885,-0.025921222,0.169405474,D
207432,0.050204803,-0.089633602,-0.057748129,D
207454,0.38758935,0.274480484,0.359827484,D
207478,0.318068814,0.490096474,0.099022395,D
207502,0.122969285,-0.042330689,0.256723245,D
207526,0.058240377,0.094180243,-0.347684562,D
207550,0.238156691,0.216216598,0.308069346,D
207573,0.045702266,0.17189837,0.186383044,D
207597,-0.07643428,-0.054713229,0.641524478,D
207620,0.973660881,1.519711027,0.098734944,D
207644,0.701367808,0.601860739,-1.134748896,D
207668,0.952411502,0.928233866,0.924556899,D
207692,0.288311784,0.616543522,0.180076104,D
207716,0.031219977,0.16818639,0.06564448,D
207740,0.10462501,-0.043330997,0.262448485,D
207764,0.44415281,0.051508668,-0.096420956,D
207788,-0.165969962,0.777636854,-1.118459983,D
207812,0.186026542,-0.281993838,0.714907593,D
207836,-0.038758173,-1.584479194,-0.611886953,D
207859,-0.203232066,-0.572189988,-0.077629076,D
207880,-0.041778547,-0.284905619,-0.251402538,D
207896,0.24833912,-0.38098206,-0.531553912,A
207912,0.033931746,0.050855525,-0.339395547,A
207927,0.13403533,-0.093750797,-0.348691209,A
207942,0.466052632,-0.016295644,-0.029847016,A
207966,0.245161667,0.70035489,-0.259382946,A
207990,0.158573979,0.090443148,-0.028287177,A
208014,0.200276714,0.608297837,-0.529669517,A
208038,-0.582526743,-1.855501967,-0.077402707,A
208057,-0.187636987,-0.631508538,-0.199340047,A
208074,0.226344613,-0.025723174,-0.254121809,A
208096,0.139778082,-0.048546179,-0.117226801,A
208111,-0.523102448,-1.735636982,-0.463527745,D
208134,-0.094907325,-0.264363902,-0.036852702,D
208152,0.133260345,0.07473602,-0.420491947,D
208170,-0.119218755,-1.040178374,-0.488335229,A
208189,0.516299582,0.227768377,-1.139411897,A
208206,-0.109455763,-0.357369584,0.20012592,A
208228,-0.163033265,-0.888980248,0.015939093,A
208247,0.306668441,-0.14099113,-0.528038688,A
208265,-0.089032167,0.058023836,0.239304832,A
208285,-0.0210408,-0.113974052,0.050728754,A
208301,0.296162754,-1.957316312,-0.548930836,A
208325,-0.152954226,-0.709620971,0.128726295,A
208345,0.148397496,-0.870542174,-0.651367513,D
208365,-0.212666718,-0.091448886,-0.071715919,D
208386,0.405013606,-1.229768937,-1.19700847,A
208404,-0.07865877,-0.731602677,-0.127402875,A
208422,0.051426522,0.041270983,-0.118733755,A
208436,0.053473349,-0.905170334,-1.187744676,D
208456,0.077188762,-0.441332512,-0.522234154,D
208475,0.079353249,0.035731217,-0.449377251,D
208490,0.330750555,-0.388770685,-0.270075686,D
208512,0.186735968,-0.139183624,-0.221378543,D
208530,-0.182883431,-0.474189631,0.3030197,A
208552,-0.123681148,-0.444703933,0.02024566,A
208567,-0.100282761,-0.190378114,0.060518074,A
208582,-0.094396517,0.002321073,0.097947926,A
208598,-0.085085562,0.112795092,-0.081580093,A
208618,0.504139741,0.132390744,-0.90183248,A
208642,0.399149636,2.327654476,2.553899451,A
208666,-0.200572233,0.14643438,-0.186590188,A
208685,0.124234874,-0.996647638,-0.127993548,A
208709,-0.383940176,0.185832796,0.630703358,A
208733,-0.159964818,-0.398652115,0.195516814,A
208757,-0.088828897,-0.084118788,-0.373762361,A
208779,0.029502241,0.255820552,-0.681973052,A
208800,-0.129507898,0.013850881,-0.108635434,A
208817,0.061849145,-0.241218828,-0.056717912,A
208835,-0.009374131,0.075614449,-0.097113498,A
208852,-0.008285461,0.053436375,-0.089963041,A
208866,-0.090609488,0.156641157,0.137632955,A
208890,-0.155543938,-0.266183752,-0.027016809,A
208913,0.228370235,-0.628881101,-0.187537113,A
208935,0.027010725,-0.512439023,0.17903031,A
208954,0.194877875,-0.302973495,-0.352677083,A
208972,0.146343255,-0.283023878,-0.432506243,A
208993,0.006825642,0.10955327,0.059628584,A
209006,-0.032851366,0.033478826,-0.174809293,A
209018,-0.414713033,-0.943800623,0.398891811,A
209036,0.2881122,-0.004863102,-0.192736064,A
209054,-0.031668997,-0.234995577,-0.028726104,A
209071,0.042973566,-0.074257709,0.109315147,A
209089,-0.259744348,-1.091784562,-0.130620913,D
209111,-0.293042399,0.149358612,-0.19189927,D
209135,-1.651959859,-4.889767221,-1.040200218,A
209159,-0.694667591,-1.052513407,-0.383770102,A
209181,0.394482296,-0.507441192,-0.165334159,A
209203,-0.350409465,-1.637222584,0.218769438,A
209225,-0.172157962,-0.79306871,-0.119269563,A
209244,-0.132164564,0.192608661,-0.152081707,A
209259,-0.270427934,-0.511097816,-0.257986442,A
209279,0.057025082,0.018082536,-0.104308671,A
209300,0.057212206,-0.102948889,-0.019777473,A
209317,-0.002712893,-0.073615972,-1.093006894,D
209341,-0.03945918,-0.565772371,-0.143125237,D
209365,0.152623341,0.437738094,0.832028026,D
209389,0.274780289,-0.401846833,0.039257645,D
209412,-0.2973375,-0.142684855,0.143738967,D
209436,-0.185634311,0.189870358,0.603870337,D
209460,-0.065981934,-0.092108178,0.237443001,D
209484,-0.099699148,-0.044057585,-0.208236268,D
209508,0.02654223,0.168986107,0.089684291,D
209532,0.128955737,0.021974321,-0.071101022,D
209551,0.152420991,0.092957689,-0.243383303,D
209567,-1.026945141,-0.794080628,-0.339062076,A
209585,0.372728424,0.313554044,-0.436583362,A
209603,-0.288402413,-0.86819911,0.132571317,A
209621,0.00257754,0.236586533,-0.19457793,A
209634,0.197208771,-0.063916691,-0.450579937,A
209658,0.139586996,0.254657529,-0.360149129,A
209682,-5.047339073,4.205250784,8.512870298,D
209706,-1.648635142,0.901572208,1.93231063,D
209730,-1.069002481,0.603570365,3.605370607,D
209754,-0.218727097,1.580920661,1.261625463,D
209778,0.133985636,0.119454431,0.111187221,D
209801,0.01124106,-0.655067875,-0.30094196,A
209822,0.147899852,-0.298270626,-0.456426187,A
209839,-0.015238807,-0.346040555,0.184271067,A
209853,0.000652035,0.067401491,0.012112744,A
209868,-0.044024608,-0.155946548,-0.238099564,A
209886,0.181720594,0.146726984,-0.492455186,A
209902,0.023573443,0.083152676,-0.410393432,A
209917,0.069518068,-0.040732497,-0.097848727,A
209931,0.156762514,-0.0108,-0.44955598,A
209950,-0.096920834,-0.019256517,-0.269417401,A
209967,0.028929257,-0.011295907,0.091390122,D
209986,-0.081170333,-2.09195498,-0.618398089,D
210009,0.048868165,-0.147094519,-0.103881586,D
210025,0.009371444,-0.106034158,-0.436241694,D
210044,0.002588885,-0.072909321,0.082029048,D
210055,-0.151376571,-0.405375382,0.039601462,D
210071,-0.448313801,-0.916844872,-1.116630729,D
210087,-0.144855654,-0.879259086,-0.119873057,D
210107,-0.18374092,-0.345517689,0.131858601,D
210123,-0.2389169,-0.236406661,-0.240457484,D
210140,0.133481234,0.057940446,-0.30596282,D
210157,-0.02547817,-0.189591576,-0.03390981,D
210172,0.024457212,-0.072338967,-0.164212806,A
210188,-0.028443682,-0.022481775,0.128816969,A
210203,-0.139334081,-0.308454035,0.430966888,A
210227,-0.367517465,-0.184351897,0.441207654,A
210248,0.245823838,-0.488969396,-0.797198839,A
210270,0.035042593,-0.499809966,-0.349002834,A
210286,0.231915212,-0.024050952,-0.860850409,A
210307,0.102356286,-0.065470667,-0.130555484,A
210326,0.011034332,-0.675943273,-0.189743754,A
210344,-0.149422918,0.217646305,-0.548739249,A
210363,0.073160198,0.015240818,-0.137411697,D
210385,0.085419424,0.33372758,-0.175143852,D
210408,-0.011299238,0.004168432,0.003650945,D
210414,0.022829025,-0.002395698,0.025356015,D
210430,0.049296171,0.102127579,-0.389645013,D
210452,0.007193358,-0.011371066,-0.017257914,D
210454,0.008337805,-0.052254856,0.071390596,D
210472,0.225658538,-0.008701178,-0.188449938,D
210489,0.028669188,-0.448883502,0.150687234,D
210504,0.087212617,0.058650121,-0.131275209,D
210521,0.00159542,-0.156685282,0.017737944,D
210538,-0.073958358,0.001586412,0.053278383,A
210557,-0.005691476,-0.077250916,0.178311294,A
210576,-0.069524398,-0.109548909,0.141760713,A
210596,-0.01598521,-0.297343255,0.024810934,D
210611,-0.421646956,-1.420981511,-1.002561428,D
210635,-0.034160704,0.040932052,-0.228901926,D
210649,-0.029212214,-1.105184795,-0.585024647,D
210673,-0.028881359,-0.531211442,0.078002081,D
210693,0.000974688,-0.25200834,0.076668212,D
210712,0.007967065,-0.005381405,-0.110947164,A
210722,-0.075747242,0.027790426,0.09156597,A
210742,0.018160919,-0.003825902,0.00577538,D
210745,0.016009323,0.032853048,-0.007824387,A
210756,0.03971535,0.025721347,-0.039360198,A
210774,0.018403496,-0.000683188,-0.011286301,D
210777,-0.004165235,-0.025061609,-0.001462228,A
210785,-0.020796961,-0.003244816,0.039968172,A
210801,0.003972826,-0.021038921,0.039111096,D
210806,0.182678499,0.155015802,-0.371391695,A
210824,0.009872146,0.136274141,-0.160470001,A
210837,0.118644023,-0.445747087,0.039149027,A
210853,-0.091847969,-0.24887372,0.173811293,A
210867,-0.451334101,-0.662565828,1.216332418,A
210887,-0.478526108,0.106563288,0.65251487,A
210907,-0.440023484,-3.042131743,0.363497129,A
210931,-0.083004272,-1.355359244,-0.008946289,A
210952,0.028819659,-0.624474965,-0.147041551,A
210975,0.024966805,-0.038034305,0.320668246,A
210998,-0.077032634,-0.072446254,0.318885985,A
211019,-0.023191338,-0.262093346,-0.201147859,A
211042,-0.017091877,-0.136142873,0.201488945,A
211063,-0.082950985,-0.03089303,0.158204017,A
211082,0.499096963,-1.253856025,1.504224037,D
211106,1.500084551,-0.423516098,-0.35694162,D
211130,0.507649441,1.234930542,-1.800092697,D
211154,0.20099152,-0.982839234,0.564211272,D
211178,0.265684216,0.555037186,0.117487356,D
211202,0.1451841,0.446133366,0.687092039,D
211226,0.009577271,0.204650164,0.413776605,A
211249,0.036234198,0.033377293,0.426025698,A
211272,-0.140325832,-2.28396121,1.661296405,A
211294,-0.113754524,-0.694937321,0.184640054,A
211317,-0.080708684,-0.361525969,0.144158547,A
211334,0.119141607,-0.14594499,-0.180301974,A
211350,0.049003006,-0.011046862,-0.084162136,A
211362,0.145326391,0.148670574,-0.297180565,D
211381,0.020492679,0.099197833,0.083864767,D
211400,0.122462274,-0.107402176,0.086979046,D
211417,-0.001280993,0.092419133,0.085567907,D
211432,-0.011972355,0.015150325,-0.122815525,D
211446,-0.014958835,0.011948973,-0.060198148,D
211456,0.008015974,0.068214602,-0.196935274,A
211476,0.026148637,-0.08769013,0.093985031,A
211495,-0.113617196,-0.474278905,0.079174001,D
211516,0.16732082,0.072923409,-0.456483077,D
211533,0.032421226,-0.147395455,-0.108902037,D
211551,-0.046507384,0.050163088,-0.082849019,D
211569,-0.022957292,-0.458704052,0.04093844,A
211586,0.051901044,-0.239045282,-0.052798358,A
211603,0.416440629,1.261693043,-1.022773671,A
211627,0.403544606,1.62828506,1.263694416,A
211651,0.833466788,2.916072409,-0.054245127,A
211675,0.349777825,0.501807586,-0.124384571,A
211699,0.125229743,0.693385029,0.239940023,A
211723,0.546414567,0.653481211,0.161416416,A
211747,0.260839304,0.564427643,-0.185049027,A
211771,0.206621369,0.326445834,0.116196626,A
211795,0.253248954,0.614218622,0.176826295,A
211819,0.048497991,0.111025981,-0.042939018,A
211837,0.131107831,-0.126419611,-0.253157064,A
211860,0.802867492,0.322695559,0.05903826,A
211884,0.009093511,0.068967117,0.050227073,A
211901,0.043048106,-0.310961009,-0.203394503,A
211921,0.1115927,0.833907639,-0.630318989,A
211945,0.432073023,0.597058098,0.279031562,A
211969,0.078496041,0.041101894,-0.003892184,A
211992,-0.003567187,-1.111400094,1.254590417,A
212015,0.086360476,-0.061272003,-0.090343095,A
212038,0.044677017,-0.158767305,-0.162225292,A
212058,-0.039607079,-0.417287201,0.502641352,A
212081,0.035739587,0.047308444,0.044562454,A
212100,0.190159265,-0.204008153,0.069766878,A
212124,-0.032828236,-0.697652307,0.742563028,A
212147,0.10508053,-0.661295446,-0.39227362,D
212169,0.092699495,-0.160769221,-0.385115328,D
212189,0.184950405,-1.036606021,0.168643254,A
212212,-0.284864994,-0.355172261,-0.003913093,A
212229,0.205612022,-0.582868199,-0.496109768,A
212249,-0.050643,-0.40189961,-0.339686027,A
212266,-0.748148965,-2.054908899,0.448256634,A
212287,-1.618509267,-3.87884073,0.66623755,A
212310,0.480918964,-0.168425165,0.024787519,A
212329,-0.181755995,-0.744451689,0.027642664,A
212350,-0.719885089,-1.662254844,0.57168931,A
212367,0.101298619,0.059116076,0.008224705,A
212384,-0.014087167,-0.246009609,0.028589956,A
212403,-0.212632324,-0.647829031,0.157332886,A
212424,0.093565083,0.106562511,-0.078336983,A
212441,-0.825878769,-4.413403938,-1.490824923,A
212464,-1.651570117,-4.86477039,-0.139506358,A
212486,-0.75153082,-2.047316401,-0.637336307,A
212506,-0.102675404,-1.262539237,0.160269676,A
212526,-0.064002147,-0.313076508,-1.088632615,A
212546,-0.037155793,-0.383888003,-0.673701766,A
212568,-0.064714641,-0.669300825,0.295175906,A
212585,-0.028674189,-0.387218097,-0.231371775,A
212601,-0.252896272,0.071888714,-0.069737631,A
212625,-0.033343885,-0.155707201,0.142006523,A
212647,0.073130216,0.076702955,-0.037295364,A
212671,0.069176557,0.033062776,0.237176377,A
212695,-0.300143575,-0.442536834,-0.100323472,A
212718,0.629051937,-0.104270087,-0.273505791,A
212742,0.069325027,0.301997001,-0.541501678,A
212766,-0.174283209,-0.324589838,-0.280934208,A
212790,0.322007547,0.016638814,-0.530980541,A
212814,0.049092269,0.135887262,-0.114497631,A
212838,-0.071154332,-0.314269783,0.337838462,A
212857,0.119872891,-0.05046057,-0.11225011,A
212874,-0.072223933,-0.063934652,0.368612554,A
212896,-2.70770042,-6.462228054,-0.8916518,A
212918,1.154905496,0.939430678,-2.060267352,A
212940,-0.772474798,-1.838179529,-0.182225853,A
212961,0.272813174,0.226332551,-0.546077088,A
212980,-0.20085759,-0.903809001,0.346094304,A
212996,0.166347533,0.562333923,-0.478296839,A
213013,0.008067449,-0.013092598,0.325233516,A
213037,0.036002853,0.066656062,-0.032036241,A
213061,0.03689445,-0.154886139,0.352704435,A
213085,0.014613805,-0.038785818,0.046121032,A
213104,0.054033103,-0.212913141,-0.257435591,D
213128,-0.217933367,-0.197152463,0.115775709,D
213152,0.002161675,0.032130984,-0.223666465,D
213172,0.308701986,0.165723771,-0.140897353,D
213196,-0.007621735,-0.040286343,0.082055656,D
213210,0.296954824,-0.0107492,0.069687256,D
213234,0.043337582,-0.018311233,-0.063750568,A
213246,-0.019206723,-0.052512163,0.066915787,A
213258,-0.027217753,0.045547174,0.114070674,A
213274,-0.011331369,-0.036944419,-0.079117024,A
213290,0.011878377,0.001823116,-0.032052719,A
213300,0.019981158,0.000701749,-0.038451722,A
213304,0.119131662,0.306322941,-0.094770296,D
213328,0.198819751,0.159304758,0.309953033,D
213352,0.07445819,-0.128376828,-0.052886872,D
213375,0.03852845,0.023667006,-0.034795619,D
213397,-0.033280314,-0.62246922,0.578657698,D
213421,-0.13381663,-1.047958652,0.681446492,D
213445,-0.057114489,-0.80550975,-0.025350474,D
213469,0.072857928,0.029606162,-0.201403324,D
213489,0.052233894,-1.728784388,0.306084664,D
213511,-0.090203052,-1.433467134,0.081049059,D
213535,0.145451187,0.129491893,-0.061914988,D
213558,0.10102967,0.214200315,0.257447091,D
213582,-0.13995002,-0.770088015,-0.616014945,D
213598,0.080422986,0.06878603,-0.605462078,A
213617,-0.104594712,-0.053339146,-0.215075461,D
213634,0.086757849,0.077818831,-0.102848354,D
213653,0.006776095,-0.004756269,0.020558315,A
213656,0.032235472,-0.018836348,-0.104445439,A
213672,0.025634588,-0.043085201,0.061028511,D
213678,-0.743048886,-0.894932988,0.596855437,D
213699,-0.032862861,0.140572591,-0.062603236,D
213717,-0.04542793,-0.056918904,0.090395671,D
213732,0.687131015,-0.294570018,-0.366723081,D
213756,0.433127473,-0.083841757,1.037163486,D
213780,0.147426668,0.104614468,0.381222931,D
213804,0.011017702,-0.148385482,0.255110437,D
213827,0.40327018,-0.131428221,-0.74394433,D
213851,0.422511941,-0.47804184,-0.172058561,D
213875,0.181637507,0.07082307,-0.569423157,D
213899,0.231881406,0.213993892,-0.757148237,D
213922,0.247775608,0.266957842,-0.791318248,D
213945,0.405342975,0.07134016,-0.708738715,D
213969,0.257578194,0.343094283,-0.399590467,D
213993,-0.001743966,-0.350465987,-0.026437126,D
214017,0.100724593,-0.85825394,0.494730894,D
214041,0.070575143,-0.35875221,0.550232153,D
214065,-0.233544406,-0.795023975,-0.745452131,D
214089,-0.228699361,0.146710841,-0.292607208,D
214113,0.12023248,-0.314796718,-0.718355035,D
214137,0.019341531,-0.851247378,-1.131374458,D
214160,-0.012246692,-0.219530684,-0.148416622,A
214182,-0.03214248,0.053978525,-0.007947804,A
214202,-0.053862478,-0.122900596,0.187192531,A
214220,-0.098979546,-0.315386903,-0.012028961,A
214241,0.061306596,-0.124459215,-0.079236348,D
214261,0.215266494,0.429241589,-0.712399573,D
